epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,23988.1,1.01993,0.68274,0.90125,0.95738,0.94076,0.97321,0.76089,0.77686,0.42429,0.82705,0.000277405,0.000277405,0.000277405
61,24387.5,1.02154,0.68048,0.90261,0.95083,0.93493,0.97255,0.76245,0.75893,0.42913,0.82447,0.000270802,0.000270802,0.000270802
62,24787.1,1.0225,0.67973,0.902,0.959,0.93906,0.97426,0.76724,0.75096,0.42022,0.82323,0.000264199,0.000264199,0.000264199
63,25186.5,1.01854,0.67688,0.90187,0.95886,0.93836,0.9736,0.75911,0.77102,0.42467,0.82645,0.000257595,0.000257595,0.000257595
64,25586.3,1.0088,0.66746,0.90036,0.95988,0.94133,0.97548,0.76673,0.7573,0.41977,0.82381,0.000250992,0.000250992,0.000250992
65,25985.5,1.01635,0.66861,0.90221,0.96028,0.94095,0.97396,0.7624,0.76908,0.41804,0.82581,0.000244389,0.000244389,0.000244389
66,26384.6,1.01231,0.66897,0.89807,0.96152,0.94081,0.97479,0.76757,0.75298,0.41183,0.82315,0.000237785,0.000237785,0.000237785
67,26784.2,1.00768,0.65623,0.89611,0.96199,0.94137,0.975,0.76621,0.76296,0.40944,0.82507,0.000231182,0.000231182,0.000231182
68,27183.2,0.99168,0.65151,0.89484,0.96456,0.94366,0.9759,0.76861,0.75858,0.40638,0.82408,0.000224579,0.000224579,0.000224579
69,27582.8,0.9918,0.64794,0.89267,0.96374,0.94151,0.97366,0.7653,0.76797,0.4111,0.82478,0.000217976,0.000217976,0.000217976
70,27981.8,0.9812,0.63622,0.89091,0.96401,0.94378,0.97553,0.7653,0.76708,0.4097,0.8243,0.000211372,0.000211372,0.000211372
71,28381,0.99156,0.64544,0.89505,0.95966,0.94433,0.97561,0.76832,0.76462,0.40972,0.82424,0.000204769,0.000204769,0.000204769
72,28780,0.99451,0.64447,0.89547,0.96345,0.94444,0.97618,0.76996,0.75676,0.40596,0.82415,0.000198166,0.000198166,0.000198166
73,29179.2,0.98153,0.63094,0.89022,0.96356,0.94332,0.9761,0.77381,0.73762,0.39863,0.81952,0.000191562,0.000191562,0.000191562
74,29578.5,0.97839,0.63333,0.89132,0.96417,0.94262,0.97688,0.77929,0.72766,0.39909,0.81823,0.000184959,0.000184959,0.000184959
75,29978,0.97572,0.62829,0.88988,0.96612,0.94473,0.97686,0.78082,0.72416,0.39159,0.81736,0.000178356,0.000178356,0.000178356
76,30377.4,0.97659,0.62987,0.88744,0.96879,0.94411,0.97794,0.77625,0.74137,0.39549,0.81972,0.000171752,0.000171752,0.000171752
77,30776.7,0.96402,0.62485,0.88727,0.96926,0.94886,0.97898,0.78138,0.72512,0.39072,0.81795,0.000165149,0.000165149,0.000165149
78,31176.4,0.96997,0.62044,0.88627,0.9647,0.94978,0.97864,0.78388,0.71323,0.38932,0.81727,0.000158546,0.000158546,0.000158546
79,31575.6,0.96132,0.61672,0.88577,0.96914,0.94761,0.97785,0.77142,0.76238,0.39718,0.82414,0.000151943,0.000151943,0.000151943
80,31974.8,0.95939,0.61148,0.88357,0.96966,0.94979,0.97847,0.78093,0.72891,0.38612,0.81858,0.000145339,0.000145339,0.000145339
81,32374.1,0.9506,0.60337,0.88499,0.96549,0.94956,0.97737,0.77989,0.72893,0.3868,0.81755,0.000138736,0.000138736,0.000138736
82,32773.1,0.95583,0.60496,0.88095,0.96791,0.95068,0.97794,0.77818,0.74047,0.38705,0.81938,0.000132133,0.000132133,0.000132133
83,33172.4,0.95222,0.60574,0.88311,0.96967,0.9495,0.97949,0.78784,0.71078,0.38266,0.81579,0.000125529,0.000125529,0.000125529
84,33571.9,0.9556,0.60282,0.8832,0.97128,0.95131,0.97855,0.78639,0.71178,0.37837,0.81516,0.000118926,0.000118926,0.000118926
85,33971.1,0.94881,0.59975,0.88129,0.96929,0.95322,0.97915,0.7875,0.70933,0.37688,0.81461,0.000112323,0.000112323,0.000112323
86,34370.2,0.94281,0.5957,0.88177,0.96789,0.94907,0.97922,0.78674,0.71269,0.3792,0.81493,0.00010572,0.00010572,0.00010572
87,34769.4,0.94575,0.59014,0.87962,0.96414,0.95418,0.97949,0.78641,0.7111,0.37606,0.8146,9.91162e-05,9.91162e-05,9.91162e-05
88,35168.5,0.9324,0.58566,0.87697,0.97022,0.94968,0.98017,0.78774,0.71307,0.37524,0.81482,9.25129e-05,9.25129e-05,9.25129e-05
89,35567.9,0.93079,0.5812,0.87275,0.96717,0.95283,0.98011,0.78688,0.71607,0.37701,0.81516,8.59096e-05,8.59096e-05,8.59096e-05
90,35966.7,0.92092,0.57763,0.87527,0.97146,0.95127,0.98025,0.78822,0.71446,0.37528,0.8148,7.93063e-05,7.93063e-05,7.93063e-05
91,36362.1,0.87326,0.50536,0.88279,0.96543,0.95428,0.97975,0.79048,0.7054,0.37542,0.81374,7.2703e-05,7.2703e-05,7.2703e-05
92,36757,0.86528,0.49841,0.87924,0.96686,0.9543,0.9803,0.79644,0.6862,0.3699,0.81158,6.60997e-05,6.60997e-05,6.60997e-05
93,37151.8,0.86517,0.49695,0.87863,0.96864,0.95287,0.98025,0.80133,0.67204,0.36648,0.80942,5.94964e-05,5.94964e-05,5.94964e-05
94,37546.8,0.85633,0.49137,0.87621,0.96767,0.95351,0.98017,0.79939,0.67684,0.36786,0.8101,5.28931e-05,5.28931e-05,5.28931e-05
95,37941.3,0.84987,0.48523,0.87391,0.96875,0.95515,0.98107,0.80115,0.67221,0.36588,0.80933,4.62898e-05,4.62898e-05,4.62898e-05
96,38335.8,0.85069,0.4875,0.87234,0.9679,0.95379,0.98077,0.7985,0.67728,0.36938,0.8094,3.96865e-05,3.96865e-05,3.96865e-05
97,38730.2,0.84726,0.48681,0.87026,0.96802,0.95453,0.98146,0.80143,0.67258,0.36638,0.80865,3.30832e-05,3.30832e-05,3.30832e-05
98,39125,0.83656,0.47477,0.87028,0.97002,0.95399,0.98131,0.80273,0.67077,0.3636,0.80849,2.64799e-05,2.64799e-05,2.64799e-05
99,39519.7,0.83957,0.47532,0.86871,0.9689,0.95688,0.98182,0.80649,0.65989,0.36187,0.80714,1.98766e-05,1.98766e-05,1.98766e-05
100,39914.6,0.83596,0.47296,0.87074,0.97094,0.95549,0.9815,0.80453,0.66626,0.36209,0.8079,1.32733e-05,1.32733e-05,1.32733e-05
