epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,2344.55,0.54725,0.31667,0.86683,0.96785,0.97008,0.98549,0.84375,0.61537,0.3091,0.88401,0.000208,0.000208,0.000208
82,2373.44,0.54297,0.31505,0.8645,0.97732,0.96648,0.98634,0.84431,0.6198,0.30959,0.88417,0.0001981,0.0001981,0.0001981
83,2402.31,0.54964,0.31258,0.8655,0.98205,0.9685,0.98699,0.85123,0.61528,0.30049,0.88536,0.0001882,0.0001882,0.0001882
84,2431.23,0.53137,0.30608,0.86387,0.98239,0.96045,0.98227,0.83921,0.61675,0.30673,0.8863,0.0001783,0.0001783,0.0001783
85,2460.06,0.53876,0.31549,0.86457,0.98434,0.96263,0.98129,0.8377,0.61504,0.30188,0.88426,0.0001684,0.0001684,0.0001684
86,2488.97,0.54041,0.31322,0.8647,0.98345,0.96244,0.98049,0.84111,0.61829,0.30698,0.88492,0.0001585,0.0001585,0.0001585
87,2517.84,0.53163,0.30528,0.86279,0.97672,0.97124,0.98314,0.84289,0.61244,0.30563,0.88388,0.0001486,0.0001486,0.0001486
88,2546.75,0.52101,0.29763,0.85933,0.98359,0.96641,0.98587,0.84822,0.61146,0.29931,0.88317,0.0001387,0.0001387,0.0001387
89,2575.61,0.52626,0.30259,0.86344,0.9815,0.96251,0.98369,0.84387,0.61222,0.30545,0.8833,0.0001288,0.0001288,0.0001288
90,2604.48,0.51389,0.29684,0.85682,0.98389,0.96036,0.98441,0.84737,0.61,0.29576,0.87979,0.0001189,0.0001189,0.0001189
91,2634.04,0.47939,0.25446,0.84238,0.98413,0.9667,0.98904,0.84914,0.61718,0.29127,0.88691,0.000109,0.000109,0.000109
92,2662.65,0.47696,0.24812,0.84457,0.9763,0.9753,0.98935,0.84656,0.62241,0.29298,0.88618,9.91e-05,9.91e-05,9.91e-05
93,2691.25,0.46812,0.24227,0.83905,0.98141,0.96503,0.98775,0.85095,0.61993,0.29641,0.88758,8.92e-05,8.92e-05,8.92e-05
94,2719.85,0.45774,0.24038,0.84073,0.97353,0.973,0.98775,0.85391,0.61242,0.29605,0.88509,7.93e-05,7.93e-05,7.93e-05
95,2748.53,0.46568,0.24411,0.84022,0.97697,0.97541,0.9888,0.85471,0.61335,0.28949,0.8856,6.94e-05,6.94e-05,6.94e-05
96,2777.26,0.45396,0.23787,0.83651,0.98279,0.9719,0.98895,0.85682,0.60914,0.28435,0.88188,5.95e-05,5.95e-05,5.95e-05
97,2805.94,0.45399,0.23797,0.83745,0.98128,0.97184,0.98893,0.85646,0.60891,0.28356,0.88341,4.96e-05,4.96e-05,4.96e-05
98,2834.53,0.44635,0.23461,0.83453,0.98352,0.97229,0.98929,0.85682,0.61055,0.2829,0.88262,3.97e-05,3.97e-05,3.97e-05
99,2863.24,0.44677,0.23351,0.83313,0.98405,0.9709,0.9892,0.85447,0.60995,0.28327,0.88377,2.98e-05,2.98e-05,2.98e-05
100,2891.84,0.44378,0.23235,0.83447,0.98559,0.97128,0.98936,0.85609,0.61075,0.2836,0.88352,1.99e-05,1.99e-05,1.99e-05
